Company Name,Similar Name,Target,Simple Ratio,partial Ratio,Token Sort Ratio,Token Set Ratio,word match percentage,first word match,last word match,character_matching_percentage,cosine similarity
MANTECH INTERNATIONAL,MANTECH SECURITY,different ,59,74,38,61,33.33333333333333,True,False,42.857142857142854,0.4999999999999999
MANTECH INTERNATIONAL,MANTECH SECURITY TECHNOLOGIES,different ,56,63,40,56,25.0,True,False,31.03448275862069,0.408248290463863
MANTECH INTERNATIONAL,MANTECH TELECOMMUNICATIONS AND INFORMATION SYSTEMS,different ,48,69,45,51,16.666666666666664,True,False,18.0,0.3162277660168379
MANTECH INTERNATIONAL,MANTECH,different ,50,100,50,100,50.0,True,False,33.33333333333333,0.7071067811865475
MANTECH INTERNATIONAL,MANTECH FEDERAL,different ,67,73,67,67,33.33333333333333,True,False,47.61904761904761,0.4999999999999999
MANTECH INTERNATIONAL,MANTECH ADVANCED SYSTEMS INTERNATIONAL,different ,71,82,71,100,50.0,True,True,21.052631578947366,0.7071067811865475
MANTECH INTERNATIONAL,MANTECH COMMAND CONTROL SYSTEMS,different ,50,59,50,50,20.0,True,False,35.483870967741936,0.35355339059327373
MANTECH INTERNATIONAL,MANTECH CYBER SOLUTIONS INTERNATIONAL,different ,72,81,72,100,50.0,True,True,27.027027027027028,0.7071067811865475
MANTECH INTERNATIONAL,MANTECH ELECTRONICS INTEROPERABILITY SERVICES,different ,48,65,48,50,20.0,True,False,20.0,0.35355339059327373
CSX,CSX INTERMODAL,0,35,100,35,100,50.0,True,False,21.428571428571427,0.7071067811865475
CSX,CSX TECHNOLOGY,0,35,100,35,100,50.0,True,False,21.428571428571427,0.7071067811865475
CSX,CSX TRANSPORTATION,0,29,100,29,100,50.0,True,False,16.666666666666664,0.7071067811865475
CSX,CAMBODIA SECURITIES EXCHANGE (CSX),0,16,100,17,100,0.0,False,False,2.941176470588235,0.5
AL RUYA BILINGUAL SCHOOL,NEW HORIZONS BILINGUAL SCHOOL,0,72,83,68,80,33.33333333333333,False,True,0.0,0.5
AL RUYA BILINGUAL SCHOOL,SAINT PATRICK BILINGUAL SCHOOL,0,74,83,70,80,33.33333333333333,False,True,3.3333333333333335,0.5
NORTHROP GRUMMAN SYSTEMS,NORTHROP GRUMMAN SYSTEM,1,98,100,98,98,50.0,True,False,95.83333333333334,0.6666666666666669
NORTHROP GRUMMAN SYSTEMS,NORTHROP GRUMMAN NORTHROP GRUMMAN SYSTEMS,1,74,100,74,100,100.0,True,True,43.90243902439025,0.9622504486493764
NORTHROP GRUMMAN SYSTEMS,NORTHROP GRUMMAN SYSTEMS COR,1,92,100,92,100,75.0,True,False,85.71428571428571,0.8660254037844388
NORTHROP GRUMMAN SYSTEMS,NORTHROP GRUMMAN SYSTEMS CORPORATIO,1,81,100,81,100,75.0,True,False,68.57142857142857,0.8660254037844388
NORTHROP GRUMMAN SYSTEMS,NORTHROP GRUMMAN SYSTEMS NORTHROP GRUMMAN,1,74,100,74,100,100.0,True,False,58.536585365853654,0.9622504486493764
DXC TECHNOLOGY SERVICES,DXC TECHNOLOGY INDIA,1,74,86,74,82,50.0,True,False,65.21739130434783,0.6666666666666669
DXC TECHNOLOGY SERVICES,DXC TECHNOLOGY SERVICES,0,100,100,100,100,100.0,True,True,100.0,1.0000000000000002
DXC TECHNOLOGY SERVICES,DXC TECHNOLOGY NORGE AS,0,78,82,74,78,40.0,True,False,73.91304347826086,0.5773502691896258
DXC TECHNOLOGY SERVICES,DXC TECHNOLOGY SPAIN,0,79,89,79,82,50.0,True,False,69.56521739130434,0.6666666666666669
DXC TECHNOLOGY,DXC TECHNOLOGIES,1,87,96,87,87,33.33333333333333,True,False,81.25,0.4999999999999999
DXC TECHNOLOGY,DXC TECHNOLOGIES INDIA,0,72,96,72,72,25.0,True,False,59.09090909090909,0.408248290463863
DXC TECHNOLOGY,DXC TECHNOLOGY (M) SDN,1,78,100,82,100,50.0,True,False,63.63636363636363,0.816496580927726
DXC TECHNOLOGY,DXC TECHNOLOGY (VPC OPERATIONS),0,62,100,65,100,50.0,True,False,45.16129032258064,0.7071067811865475
DXC TECHNOLOGY,DXC TECHNOLOGY (VPC OPERATIONS) ESHELTER FACILITY SERVICES GMBH,0,36,100,37,100,25.0,True,False,22.22222222222222,0.4999999999999999
DXC TECHNOLOGY AUSTRALIA PTY,DXC TECHNOLOGY AUSTRALIA PTY,0,100,100,100,100,100.0,True,True,100.0,1.0
DXC TECHNOLOGY GERMANY DATACENTER E43,DXC TECHNOLOGY SPAIN,0,60,86,60,82,33.33333333333333,True,False,40.54054054054054,0.5163977794943223
DXC TECHNOLOGY GERMANY DATACENTER E43,DXC TECHNOLOGY (VPC OPERATIONS) ESHELTER FACILITY SERVICES GMBH,1,54,63,51,55,18.181818181818183,True,False,26.984126984126984,0.3162277660168379
SAMSUNG AUSTIN SEMICONDUCTOR,SAMSUNG ,0,44,100,40,100,33.33333333333333,True,False,28.57142857142857,0.5773502691896258
SAMSUNG AUSTIN SEMICONDUCTOR,SAMSUNG ELECTRONICS (SUZHOU) SEMICONDUCTOR,0,69,69,71,86,40.0,True,True,19.047619047619047,0.5773502691896258
SAMSUNG CARD,SAMSUNG,0,74,100,74,100,50.0,True,False,58.333333333333336,0.7071067811865475
INSTITUTO NACIONAL TRAUMATOLOGIA E ORTOPEDIA INTO,INSTITUTO NACIONAL VIAS INVIAS,0,61,78,61,75,25.0,True,False,40.816326530612244,0.4472135954999579
INSTITUTO NACIONAL TRAUMATOLOGIA E ORTOPEDIA INTO,INSTITUTO NACIONAL TECNOLOGIA INDUSTRIAL,0,67,74,63,74,25.0,True,False,44.89795918367347,0.4472135954999579
OHIO WESLEYAN UNIVERSITY,OHIO STATE UNIVERSITY,0,80,71,67,83,50.0,True,True,29.166666666666668,0.6666666666666669
OHIO WESLEYAN UNIVERSITY,OHIO STATE UNIVERSITY MEDICAL CENTER,0,60,80,50,77,33.33333333333333,True,False,19.444444444444446,0.5163977794943223
OXYA,LA POSTE OXYA,0,47,100,47,100,33.33333333333333,False,True,0.0,0.5773502691896258
OXYA,OXYA,0,100,100,100,100,100.0,True,True,100.0,1.0
OXYA,OXYA,0,100,100,100,100,100.0,True,True,100.0,1.0
ANHEUSER BUSCH,ANHEUSER BUSCH ANHEUSERBUSCH INCORPORATED,1,51,100,51,100,50.0,True,False,34.146341463414636,0.7071067811865475
ANHEUSER BUSCH,ANHEUSERBUSCH,1,96,92,96,96,0.0,False,False,57.14285714285714,0.0
ANHEUSER BUSCH,ANHEUSERBUSCH COMPANIES,1,70,96,70,70,0.0,False,False,34.78260869565217,0.0
ANHEUSER BUSCH,ANHEUSERBUSCH INBEV,0,79,96,79,79,0.0,False,False,42.10526315789473,0.0
ANHEUSER BUSCH,ANHEUSERBUSCH INBEV ?CHINA?,0,63,96,67,67,0.0,False,False,29.629629629629626,0.0
EQUIFAX CANADA,EQUIFAX CANADA,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
EQUIFAX CANADA,EQUIFAX,0,67,100,67,100,50.0,True,False,50.0,0.7071067811865475
TRIBUNAL JUSTICA DO DISTRITO FEDERAL E TERRITORIOS TJDFT,TRIBUNAL JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS,1,91,96,91,96,77.77777777777779,True,False,73.21428571428571,0.8571428571428569
TRIBUNAL JUSTICA DO DISTRITO FEDERAL E TERRITORIOS TJDFT,TRIBUNAL JUSTICA DO DISTRITO FEDERAL,1,78,100,78,100,62.5,True,False,64.28571428571429,0.8451542547285165
BANFIELD PET HOSPITAL,BANFIELD HOSPITAL,1,89,76,89,100,66.66666666666666,True,True,42.857142857142854,0.816496580927726
INTERMEDIA,INTERMEDIX,0,90,95,90,90,0.0,False,False,90.0,0.0
INTERMEDIA,INTERMEDIA COMUNICACIONES,0,57,100,57,100,50.0,True,False,40.0,0.7071067811865475
INTERMEDIA,INTERMEDIA HOLDINGS,0,69,100,69,100,50.0,True,False,52.63157894736842,0.7071067811865475
INTERMEDIA,INTERMEDIA NET,0,83,100,83,100,50.0,True,False,71.42857142857143,0.7071067811865475
INTERMEDIA,INTERMEDIA PARTNERS,0,69,100,69,100,50.0,True,False,52.63157894736842,0.7071067811865475
SASKATCHEWAN GOVERNMENT INSURANCE,SASKATCHEWAN GOVERNMENT,1,82,100,82,100,66.66666666666666,True,False,69.6969696969697,0.816496580927726
SASKATCHEWAN GOVERNMENT INSURANCE,SASKATCHEWAN GOVERNMENT I,1,86,100,86,96,50.0,True,False,75.75757575757575,0.816496580927726
BOC INTERNATIONAL HOLDINGS,BOC INTERNATIONAL HONG KONG,1,83,92,83,83,40.0,True,False,74.07407407407408,0.5773502691896258
BOC INTERNATIONAL HOLDINGS,BOC HONG KONG (HOLDINGS),1,64,59,67,71,16.666666666666664,True,False,15.384615384615385,0.5773502691896258
BOC INTERNATIONAL HOLDINGS,BOC HONG KONG (GROUP) (HK),1,38,51,46,46,14.285714285714285,True,False,15.384615384615385,0.25819888974716115
NOKIA SHANGHAI BELL,NOKIA SIEMENS NETWORKS (SHANGHAI),1,54,65,64,85,16.666666666666664,True,False,21.21212121212121,0.5773502691896258
SEOCHO GU OFFICE,SEOCHOGU OFFICE,1,97,93,84,84,25.0,False,True,43.75,0.408248290463863
SEOCHO GU OFFICE,SEODAEMUNGU OFFICE,1,71,72,59,59,25.0,False,True,16.666666666666664,0.408248290463863
SEOCHO GU OFFICE,SEODAEMUNGU CITY MANAGEMENT PUBLIC,1,36,48,32,32,0.0,False,False,11.76470588235294,0.0
EMIRATES NBD,EMIRATES NBD,0,100,100,100,100,100.0,True,True,100.0,0.9999999999999998
EMIRATES NBD,EMIRATES NBD BANK,0,83,100,83,100,66.66666666666666,True,False,70.58823529411765,0.816496580927726
EMIRATES NBD,EMIRATES OF SAUDI ARABIA,same ,56,86,56,80,20.0,True,False,37.5,0.35355339059327373
YINZHOU BANK,NINGBO YINZHOU RURAL COMMERCIAL BANK,1,50,75,50,100,40.0,False,True,8.333333333333332,0.6324555320336758
BUREAU VERITAS MALI,BUREAU VERITAS,0,85,100,85,100,66.66666666666666,True,False,73.68421052631578,0.816496580927726
BUREAU VERITAS MALI,BUREAU VERITAS HOLDINGS,0,81,88,81,85,50.0,True,False,69.56521739130434,0.6666666666666669
CPC TAIWAN,CPC FINANCE,0,67,74,67,67,33.33333333333333,True,False,36.36363636363637,0.4999999999999999
CPC TAIWAN,CROWN PRINCE COURT CPC,0,31,46,38,46,20.0,False,False,9.090909090909092,0.35355339059327373
SWISSCOM SCHWEIZ AG,SWISSCOM (SCHWEIZ) AG,1,95,89,100,100,50.0,True,True,42.857142857142854,1.0000000000000002
SWISSCOM SCHWEIZ AG,SWISSCOM AG,1,73,90,73,100,66.66666666666666,True,True,47.368421052631575,0.816496580927726
SWISSCOM SCHWEIZ AG,SWISSCOM,1,59,100,59,100,33.33333333333333,True,False,42.10526315789473,0.5773502691896258
SYSTEX CORPORARTION,SYSTEX,1,48,100,48,100,50.0,True,False,31.57894736842105,0.7071067811865475
SYSTEX CORPORARTION,SYTEX,0,42,80,42,42,0.0,False,False,10.526315789473683,0.0
SYSTEX CORPORARTION,SYTEX GROUP,0,53,73,53,53,0.0,False,False,21.052631578947366,0.0
MITAC COMPUTERKUNSHAN,MITAC COMPUTER (SHUNDE),0,77,83,67,81,25.0,True,False,60.86956521739131,0.408248290463863
MEO SERVICOS COMUNICACOES EMULTIMEDIA,MEO,1,15,100,15,100,25.0,True,False,8.108108108108109,0.5
SAUR,SAUR FRANCE,1,53,100,53,100,50.0,True,False,36.36363636363637,0.7071067811865475
SAUR,SAUR STEREAU,1,50,100,50,100,50.0,True,False,33.33333333333333,0.7071067811865475
DC OFFICE OF CHIEF TECHNOLOGY OFFICER,DC OFFICE OF CTO,1,60,93,53,86,42.857142857142854,True,False,37.83783783783784,0.6123724356957946
FUJITSU TECHNOLOGY SOLUTIONS GMBH,FUJITSU TECHNOLOGY SOLUTIONS GMBH FJ GCF FI EMEIA,1,80,100,80,100,50.0,True,False,67.3469387755102,0.7071067811865475
FUJITSU TECHNOLOGY SOLUTIONS GMBH,FUJITSU TECHNOLOGY SOLUTIONS GMBH FJ GCF FI EMEIAR,1,80,100,80,100,50.0,True,False,66.0,0.7071067811865475
